日付,借方勘定,借方金額,貸方勘定,貸方金額,備考
2022/04/21,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃 40%ゆうちょダイレクトより篠原さんに10万円振込
2022/04/21,旅費交通費,"1,540",クレジットカード,"1,540",タクシー代好日居から自宅
2022/04/22,旅費交通費,"1,050",現金,"1,050",バス代　トーカイ北大路ビブレ店
2022/04/22,会議費(打合せ),"2,700",現金,"2,700",kit椹木さんと李青にて
2022/04/24,通信費,"2,884",クレジットカード,"2,884","NTT西日本 50%4月分5,768円"
2022/04/25,新聞図書費 ,"550",クレジットカード,"550",英会話タイムトライアルテキスト2022年5月号Amazon
2022/04/28,消耗品費,"1,487",クレジットカード,"1,487","PC,スマホ関係　スマホ用グリップ　Amazon"
2022/04/29,消耗品費,"757",クレジットカード,"757",日用品　マスク　Amazon
2022/04/30,通信費,"3,469",クレジットカード,"3,469","ドコモ 80%5月分4,336円"
2022/05/05,金継仕事材料代・教室運営消耗品費,"85",QUICPay,"85",アルミホイル　KOHYO北大路ビブレ店
2022/05/06,振込,"30,000",自宅金継仕事,"30,000",緒方さん三井住友銀行振込
2022/05/08,接待交際費,"13,200",クレジットカード,"13,200",土産代　金継ぎ関係者に丸福樓土産品　
2022/05/09,水道光熱費,"1,372",クレジットカード,"1,372","ガス代 20%5月分6,502＋リース代360＝6,862円"
2022/05/10,接待交際費,"1,970",クレジットカード,"1,970",土産代　エフ大井さんなど金継ぎ関係者へ菓子類　坂の途中
2022/05/14,美術館・お寺観覧代・器など(取材・研究費),"7,920",クレジットカード,"7,920",食器など(研究費) 焼き〆器　Kit
2022/05/15,新聞図書費 ,"550",クレジットカード,"550",英会話タイムトライアルテキスト2022年6月号Amazon
2022/05/17,消耗品費,"600",クレジットカード,"600",ソフトウェア　taxnote
2022/05/17,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃 40%篠原さんへ10万円ゆうちょダイレクトより振込
2022/05/18,荷造運賃,"1,194",paypay,"1,194",送料　大井さんに贈答品運賃　ヤマト運輸
2022/05/19,金継仕事材料代・教室運営消耗品費,"473",クレジットカード,"473",金継ぎ関係　漂白剤　ヨドバシドットコム
2022/05/19,旅費交通費,"9,940",クレジットカード,"9,940",飛行機代2022年9/11伊丹から新潟ANA
2022/05/19,旅費交通費,"10,040",クレジットカード,"10,040",飛行機代2022年9/13新潟から伊丹ANA
2022/05/19,旅費交通費,"840",現金,"840",バス代バス券代トーカイ北大路ビブレ店
2022/05/19,会議費(打合せ),"5,637",クレジットカード,"5,637",教室打合せ茶菓子KLASSIQUR
2022/05/20,会議費(打合せ),"2,800",クレジットカード,"2,800",教室関係打合せ茶菓子オーロラコーヒー
2022/05/21,接待交際費,"1,925",クレジットカード,"1,925",会食　教室関係　食材　生鮮館なかむら
2022/05/23,雑費,"1,000",現金,"1,000",好日居スペアキー代
2022/05/23,旅費交通費,"1,280",クレジットカード,"1,280",タクシー代自宅から好日居UberMK
2022/05/23,現金,"19,500",好日居教室,"19,500","昼8夜5 1,500円×13名＝19,500円"
2022/05/23,水道光熱費,"1,703",現金,"1,703","電気代 50%5月分3,405円"
2022/05/24,現金,"2,600",金継ぎ材料・道具等販売,"2,600",石毛沙恵子さん錫蒔きセット
2022/05/24,現金,"18,000",好日居教室,"18,000","昼7夜5 1,500円×12名＝18,000円"
2022/05/24,通信費,"2,867",クレジットカード,"2,867","NTT西日本 50%5月分5,734円"
2022/05/25,旅費交通費,"1,440",クレジットカード,"1,440",タクシー代好日居から自宅UberMK
2022/05/25,現金,"2,600",金継ぎ材料・道具等販売,"2,600",竹村里香さん錫蒔きセット
2022/05/25,現金,"24,000",好日居教室,"24,000","昼9夜7 1,500円×16名＝24,000円"
2022/05/25,現金,"12,500",自宅金継仕事,"12,500",日本料理　研野さん
2022/05/28,旅費交通費,"1,260",クレジットカード,"1,260",バス代バス券トーカイ北大路ビブレ店
2022/05/30,金継仕事材料代・教室運営消耗品費,"110",QUICPay,"110",金継ぎ関係　チャック付袋　北大路ビブレキャンドゥ
2022/05/31,水道光熱費,"2,076",クレジットカード,"2,076","水道代 20%3/15〜5/17分41㎥10,379円"
2022/05/31,通信費,"3,574",クレジットカード,"3,574","ドコモ 80%2022年6月分4,468円"
2022/06/01,漆教室代(研究費),"15,000",現金,"15,000",加藤小兵衞商店2022年6月分
2022/06/01,金継仕事材料代・教室運営消耗品費,"1,375",現金,"1,375",金継ぎ関係　生漆50g 加藤小兵衛商店
2022/06/02,荷造運賃,"1,656",suica,"1,656",送料自宅から新潟エフスタイル出張荷物ヤマト運輸
2022/06/03,金継仕事材料代・教室運営消耗品費,"394",クレジットカード,"394",金継ぎ関係スプレーボトルAmazon
2022/06/03,金継仕事材料代・教室運営消耗品費,"708",クレジットカード,"708",金継ぎ関係スプレーボトルAmazon
2022/06/03,金継仕事材料代・教室運営消耗品費,"495",クレジットカード,"495",金継ぎ関係スプレーボトルAmazon
2022/06/05,現金,"24,000",エフスタイル教室,"24,000","昼3夜5 3,000円×8名＝24,000円"
2022/06/06,現金,"27,000",エフスタイル教室,"27,000","昼4夜5 3,000円×9＝27,000円"
2022/06/06,現金,"2,000",金継ぎ材料・道具等販売,"2,000",塗筆新潟教室野上綾子さん加藤富美江さん
2022/06/06,現金,"1,000",金継ぎ材料・道具等販売,"1,000",塗筆新潟高橋静香さん
2022/06/07,水道光熱費,"1,144",クレジットカード,"1,144","ガス代6月分20%5,361+360=5,721円"
2022/06/07,旅費交通費,"1,050",現金,"1,050",バス代バス券代トーカイ北大路ビブレ店
2022/06/07,荷造運賃,"1,100",現金,"1,100",送料出張荷物新潟から自宅へ　エフスタイル
2022/06/07,消耗品費,"8,640",現金,"8,640",事務用品封筒などエフスタイル
2022/06/07,金継仕事材料代・教室運営消耗品費,"1,209",クレジットカード,"1,209",金継ぎ関係ケガキAmazon
2022/06/09,金継仕事材料代・教室運営消耗品費,"1,051",クレジットカード,"1,051",金継ぎ関係マスキングテープ、油性ペン　ヨドバシドットコム
2022/06/09,接待交際費,"4,510",クレジットカード,"4,510",土産代　俵屋キャンディや石鹸エフと金継ぎ生徒さんへ　ギャラリー遊形
2022/06/10,旅費交通費,"520",普通預金(引き落とし),"520",電車代4月分pitapa住信SBIネット銀行引き落とし
2022/06/10,旅費交通費,"520",普通預金(引き落とし),"520",電車代pitapa2022年4月利用分住信SBIネット銀行より引落し
2022/06/10,新聞図書費 ,"550",クレジットカード,"550",英会話タイムトライアルテキスト2022年7月号Amazon
2022/06/10,接待交際費,"3,300",クレジットカード,"3,300",贈答品・エフスタイルへお香　ai
2022/06/11,金継仕事材料代・教室運営消耗品費,"358",QUICPay,"358",金継ぎ関係サランラップKOHYO北大路ビブレ店
2022/06/11,金継仕事材料代・教室運営消耗品費,"385",QUICPay,"385",金継ぎ関係ラップKOHYO北大路ビブレ店
2022/06/14,消耗品費,"600",クレジットカード,"600",ソフトウェアtaxnote Apple
2022/06/15,振込,"33,500",自宅金継仕事,"33,500",藤村啓子さん(アメリカ在住)三井住友銀行へ振込
2022/06/15,接待交際費,"513",クレジットカード,"513",贈答品・エフスタイルに食品　大丸京都店
2022/06/15,金継仕事材料代・教室運営消耗品費,"4,818",現金,"4,818",金継ぎ関係　筆　加藤小兵衛商店
2022/06/17,金継仕事材料代・教室運営消耗品費,"1,672",現金,"1,672",金継ぎ関係ガラス用漆プラスチックのヘラ鹿田喜造漆店
2022/06/17,振込,"40,500",自宅金継仕事,"40,500",古野智子さん三井住友銀行へ振込
2022/06/17,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃 40%三井住友銀行より10万円篠原さんへ振込
2022/06/19,旅費交通費,"1,050",現金,"1,050",バス券　トーカイビブレ北大路ビブレ店
2022/06/20,旅費交通費,"1,440",クレジットカード,"1,440",タクシー代自宅から好日居UberMK
2022/06/20,現金,"15,000",好日居教室,"15,000","昼4夜6 1,500円×10名＝15,000円"
2022/06/20,水道光熱費,"1,030",クレジットカード,"1,030","電気代 50%6月分2,060円"
2022/06/21,現金,"15,000",好日居教室,"15,000","昼6夜4 1,500円×10＝15,000円"
2022/06/22,現金,"22,500",好日居教室,"22,500","昼7夜8 1,500円×15名＝22,500円"
2022/06/22,新聞図書費 ,"1,300",クレジットカード,"1,300",書籍「Sacred world vol.3」
2022/06/23,旅費交通費,"1,520",クレジットカード,"1,520",タクシー代UberMK好日居から自宅
2022/06/23,接待交際費,"5,400",クレジットカード,"5,400",贈答品 エフスタイルへ　菊乃井のアイス
2022/06/24,通信費,"2,867",クレジットカード,"2,867","NTT西日本 50%2022年6月分5,734円"
2022/06/25,接待交際費,"398",クレジットカード,"398",贈答品・エフスタイルへ菓子フレンドフーズ
2022/06/27,振込,"16,500",自宅金継仕事,"16,500",天ぷら元吉　的場大樹さん　三井住友銀行に振込
2022/06/27,消耗品費,"860",クレジットカード,"860","ソフトウェア英単語アプリターゲットの友4,050円請求中860円"
2022/06/29,接待交際費,"2,400",クレジットカード,"2,400",贈答品・石鹸　ヨーガンレール
2022/06/29,消耗品費,"1,855",クレジットカード,"1,855",日用品　教室時用マスク冷却シートAmazon
2022/06/30,通信費,"4,740",クレジットカード,"4,740","ドコモ 80%2022年7月分5,925円"
2022/06/30,接待交際費,"46,000",現金,"46,000",贈答品・金継ぎ関係者へさくらんぼ　佐藤公一
2022/07/01,振込,"34,000",自宅金継仕事,"34,000",緒方さん三井住友銀行に振込
2022/07/04,旅費交通費,"1,280",クレジットカード,"1,280",タクシー代自宅から好日居UberMK
2022/07/04,金継仕事材料代・教室運営消耗品費,"268",クレジットカード,"268",金継ぎ関係テッシュ　セブンイレブン京都平安神宮前店
2022/07/04,現金,"2,700",金継ぎ材料・道具等販売,"2,700",川﨑仁美さんスズ蒔きセット
2022/07/04,現金,"15,000",好日居教室,"15,000","昼6夜4 1,500円×10名＝15,000円"
2022/07/04,現金,"3,200",金継ぎ材料・道具等販売,"3,200",大門博さん漆とのり漆
2022/07/05,現金,"4,500",好日居教室,"4,500","1,500円×夜3名＝4,500円"
2022/07/05,消耗品費,"711",クレジットカード,"711",事務用品ペン　ヨドバシドットコム
2022/07/06,旅費交通費,"1,520",クレジットカード,"1,520",タクシー代UberMK好日居から自宅
2022/07/06,水道光熱費,"910",クレジットカード,"910","ガス代 20%7月分4,191+360＝4,551円"
2022/07/06,現金,"15,000",好日居教室,"15,000","昼5夜5 1,500円×10名＝15,000円"
2022/07/06,金継仕事材料代・教室運営消耗品費,"1,375",現金,"1,375",金継ぎ関係　生漆50g 加藤小兵衛商店
2022/07/07,荷造運賃,"1,656",suica,"1,656",送料新潟出張荷物ヤマト運輸
2022/07/08,接待交際費,"11,958",クレジットカード,"11,958",会食 ワイン　ヒトミワイナリー
2022/07/08,消耗品費,"925",クレジットカード,"925",日用品　蚊取り詰替　Amazon
2022/07/08,消耗品費,"796",QUICPay,"796",日用品マスク　ファミリーマート下鴨北園町店
2022/07/10,接待交際費,"5,000",現金,"5,000",会食 エフスタイルと新潟ビスチャ
2022/07/10,現金,"21,000",エフスタイル教室,"21,000","昼4夜3 3,000×7名＝21,000円"
2022/07/11,旅費交通費,"260",普通預金(引き落とし),"260",電車代pitapa2022年5月分住信SBIネット銀行より引落し
2022/07/11,荷造運賃,"1,100",現金,"1,100",送料　出張荷物新潟から京都自宅
2022/07/11,現金,"27,000",エフスタイル教室,"27,000","昼4夜5 3,000円×9名＝27,000円"
2022/07/12,会議費(打合せ),"1,000",現金,"1,000",エフスタイルの菓子　高砂さんと打合せ
2022/07/12,旅費交通費,"1,050",現金,"1,050",バス代　バス券　トーカイイオンモール北大路
2022/07/18,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃 40%10万円篠原さんへゆうちょダイレクトより振込
2022/07/18,会議費(打合せ),"850",QUICPay,"850",菓子　高砂さんと打合せ　ファイルカフェ
2022/07/19,消耗品費,"7,446",クレジットカード,"7,446",日用品　除湿機フィルター　Amazon
2022/07/21,水道光熱費,"2,606",クレジットカード,"2,606","電気代 50%7月分16kwh5,211円大阪ガス"
2022/07/22,新聞図書費 ,"550",クレジットカード,"550",英会話タイムトライアルテキスト2022年8月号
2022/07/23,接待交際費,"7,000",現金,"7,000",会食　青木家とユーゲ
2022/07/23,現金,"20,000",自宅金継仕事,"20,000",kitのお客さん
2022/07/24,通信費,"2,876",クレジットカード,"2,876","NTT西日本 50%2022年7月分5,751円"
2022/07/25,消耗品費,"3,064",クレジットカード,"3,064",日用品　生花　食べチョク
2022/07/27,金継仕事材料代・教室運営消耗品費,"190",クレジットカード,"190",金継ぎ関係　ラップ　無印良品
2022/07/27,消耗品費,"750",クレジットカード,"750",事務用品　ノート　無印良品
2022/07/27,消耗品費,"99",クレジットカード,"99",日用品　トイレ掃除シート　無印良品
2022/07/27,金継仕事材料代・教室運営消耗品費,"380",クレジットカード,"380",金継ぎ関係　ティッシュペーパー類
2022/07/29,旅費交通費,"630",現金,"630",バス代　バス券代　トーカイイオンモール北大路店
